target_word,freq,LenChar,VowConRatio,label
رضوی‌راد,117,8.0,0.83,0
فرک,141,3.0,0.67,0
ساعد,5702,4.0,0.67,0
کمپین‌های,4359,9.0,1.0,0
چامسکی,1341,6.0,0.6,0
خداآفرین,1541,8.0,0.83,0
واجرا,217,5.0,1.0,0
الوعود,150,6.0,0.8,0
سوداوی,404,6.0,0.75,0
رومل,223,4.0,0.25,0
آنروا,229,5.0,1.33,0
عیر,105,3.0,0.33,0
کامارا,118,6.0,1.0,0
رأت,211,3.0,0.33,0
طهائی,237,5.0,1.0,0
اسلب,594,4.0,0.5,0
اغتشاشات,1966,8.0,0.67,0
اسکیت‌بازان,172,11.0,1.17,0
حلیمه,765,5.0,1.0,0
تقریرا,665,6.0,0.75,0
وبعضی,121,5.0,0.75,0
زیارت,73225,5.0,1.0,0
غشا,4425,3.0,1.0,0
مهروزی,107,6.0,0.75,0
آلترناتیو,2207,9.0,0.71,0
شتابدهی,288,7.0,1.0,0
صدیق,18782,4.0,0.67,0
آشپرخانه,116,8.0,0.83,0
نیاکان,2567,6.0,1.0,0
اجل,4692,3.0,0.4,0
بشار,33754,4.0,0.67,0
برخواسته,1164,8.0,0.8,0
ویدویی,206,6.0,1.0,0
نطالب,188,5.0,0.75,0
نریشن,359,5.0,0.75,0
بیازماییم,128,9.0,1.67,0
لینگ,417,4.0,0.33,0
لیبر,203,4.0,0.5,0
کوسم,164,4.0,0.33,0
ارشاداسلامی,236,11.0,0.71,0
مرس,841,3.0,0.33,0
استر,7215,4.0,0.5,0
الصعوبات,167,8.0,0.67,0
تیز,11136,3.0,0.5,0
بوران,1094,5.0,0.67,0
بالمنطق,932,7.0,0.6,0
دوتایی,2333,6.0,0.6,0
ونظر,164,4.0,0.5,0
قاصدک,1657,5.0,0.5,0
یغلق,202,4.0,0.5,0
بدترین‌های,149,10.0,0.71,0
ماهی‌خوار,163,9.0,0.8,0
سیئ,454,3.0,0.33,0
دکان,2353,4.0,0.67,0
نمیرود,187,6.0,0.8,0
نقدیندگی,171,8.0,0.67,0
موالی,611,5.0,1.0,0
سقیفه,662,5.0,0.75,0
پیشگویانه,102,9.0,1.0,0
وزیرمحترم,188,9.0,0.71,0
اختلالات,46464,8.0,0.8,0
قادته,184,5.0,0.67,0
ممیزات,179,6.0,0.75,0
بزکشی,104,5.0,1.0,0
ملانوروزی,431,9.0,0.83,0
سوران,1705,5.0,0.67,0
شعائر,2464,5.0,0.75,0
آنلکا,104,5.0,0.75,0
تشدید‌کننده,168,11.0,0.86,0
نخواهدگذاشت,2481,11.0,0.71,0
اکور,171,4.0,0.67,0
براتیسلاوا,522,10.0,1.0,0
التأمین,180,7.0,0.8,0
راسموسن,565,7.0,0.75,0
یوسفعلی,388,7.0,0.8,0
گشودگی,687,6.0,1.0,0
اشکفتکی,103,7.0,0.8,0
التسلیم,131,7.0,0.67,0
اوان,2048,4.0,0.67,0
قاضی‌عسگر,200,9.0,0.67,0
مردسالارانه,531,11.0,0.75,0
بزرگ,1191229,4.0,0.5,0
تحلیلگر,54131,7.0,0.6,0
علمی‌اش,304,7.0,1.0,0
آسوری,186,5.0,1.0,0
مزارعه,311,6.0,0.8,0
وحشی‌گری,1049,8.0,0.67,0
ابومرزوق,223,8.0,0.67,0
پرانرژی,2617,7.0,1.0,0
دیکتاتوری‌ها,127,12.0,0.86,0
هوتا,362,4.0,0.67,0
پسرخاله,1226,7.0,0.6,0
ازاقدامات,105,9.0,0.67,0
پریزاد,149,6.0,0.75,0
کابران,1213,6.0,0.5,0
هوادارانش,5016,9.0,0.67,0
مسولیت,2383,6.0,1.0,0
تشعشعات,2989,7.0,0.5,0
سنوات,25268,5.0,0.75,0
مسری,2319,4.0,0.67,0
التصدی,1162,6.0,0.6,0
قطبی‌های,225,8.0,0.8,0
بیانات,19514,6.0,1.0,0
حسینخانی,126,8.0,0.8,0
زباله‌گردی,802,10.0,0.71,0
ینفذ,303,4.0,0.5,0
تنابنده,3917,7.0,0.8,0
مقاومت,392583,6.0,0.8,0
باحال,1264,5.0,0.67,0
استطلاعات,162,9.0,0.71,0
پروکاریوت‌ها,128,12.0,0.86,0
کنترل,367173,5.0,0.6,0
ومرد,375,4.0,0.5,0
واپس‌گرایی,116,10.0,1.2,0
وازلین,558,6.0,0.75,0
ناقضین,117,6.0,0.75,0
پول‌نیوز,3477,8.0,0.57,0
وانهاء,127,6.0,0.75,0
بحزم,248,4.0,0.5,0
میخواهد,1459,7.0,0.8,0
نجات,108560,4.0,0.4,0
اسفناک,1987,6.0,0.6,0
کید,1389,3.0,0.33,0
یورد,115,4.0,0.33,0
انتشاردهنده,306,11.0,0.75,0
وآخرین,253,6.0,0.67,0
علی‌قلی,644,7.0,1.0,0
زندوکیلی,404,8.0,0.67,0
مفت,8494,3.0,0.33,0
واهی,8069,4.0,1.0,0
راسل,3181,4.0,0.33,0
درزگیری,805,7.0,0.8,0
تحریمی‌ها,110,9.0,0.8,0
الدین,15522,5.0,0.5,0
نحاول,106,5.0,0.75,0
طوق,887,3.0,0.33,0
سطوت,123,4.0,1.0,0
فراکسیونها,192,10.0,0.71,0
همین‌جور,370,8.0,0.71,0
تمام,1072110,4.0,0.67,0
خراشیده,113,7.0,1.0,0
سرکوهی,144,6.0,0.75,0
خیابان,247782,6.0,1.0,0
بتسی,324,4.0,0.67,0
صنام,171,4.0,0.67,0
به‌صدا,131,6.0,0.75,0
عطرآگین,445,7.0,0.8,0
فلور,1355,4.0,0.67,0
مهاجرنشین,197,9.0,0.67,0
پاشنه‌بلند,1659,10.0,0.38,0
وموجب,160,5.0,0.75,0
حنین,341,4.0,0.67,0
فیلم‌سازانی,101,11.0,0.83,0
گیلانی‌ها,270,9.0,0.8,0
کالوس,131,5.0,0.67,0
دادگستری,63367,8.0,0.67,0
تشنه,7559,4.0,0.67,0
گواردیولا,7087,9.0,0.83,0
محمدبن,3001,6.0,0.5,0
الیویا,177,6.0,1.67,0
چیت‌چیان,4422,8.0,0.57,0
سینتیا,281,6.0,1.0,0
داماهی,119,6.0,1.0,0
هرچیزی,3061,6.0,0.6,0
گاردی,120,5.0,0.67,0
پیلار,270,5.0,0.67,0
دورکی,108,5.0,1.0,0
بارف,143,4.0,0.67,0
د‌ار,107,4.0,0.67,0
فرانسواز,163,8.0,0.8,0
گویان,2311,5.0,1.0,0
روبوسی,1030,6.0,0.6,0
رسن,2262,3.0,0.67,0
پارس‌خودرو,16547,10.0,0.44,0
داده‌شود,108,8.0,0.8,0
درایالت,143,7.0,1.0,0
رضایت‌نامه,2355,10.0,0.83,0
شرکا,31337,4.0,1.0,0
رائه,227,4.0,1.0,0
تافته,1046,5.0,0.67,0
میلیشیات,204,8.0,0.8,0
ایموجی‌های,245,10.0,1.2,0
سومریه,2659,6.0,0.75,0
بابلی,2017,5.0,1.0,0
والسیارات,111,9.0,0.8,0
نخواهدنمود,130,10.0,0.83,0
بیرم,250,4.0,0.67,0
اختفی,132,5.0,0.75,0
خواندهبود,3325,9.0,0.67,0
خالکوبی,4879,7.0,0.75,0
نیکول,1909,5.0,0.67,0
کاربلد,1656,6.0,0.4,0
برافتادن,154,8.0,0.67,0
افتخارآفرین,3133,11.0,0.75,0
هاما,284,4.0,1.0,0
بوئنوس,1403,6.0,0.6,0
رخام,519,4.0,0.67,0
تفر,112,3.0,0.33,0
کنیون,411,5.0,0.75,0
دووم,174,4.0,0.67,0
شلدون,563,5.0,0.67,0
انیماتور,497,8.0,0.67,0
وابستگان,3314,8.0,0.6,0
بیا,10280,3.0,2.0,0
بی‌آلایش,682,8.0,1.67,0
تروای,109,5.0,1.0,0
دوبلور,1687,6.0,0.4,0
فرهنگ,445225,5.0,0.4,0
صراط,3658,4.0,0.67,0
کمیساریای,2093,9.0,0.57,0
پیشوا,7770,5.0,1.5,0
قند,79662,3.0,0.33,0
وایلر,337,5.0,1.0,0
هیات‌وزیران,233,11.0,0.86,0
کاراسکو,238,7.0,0.75,0
دستبند,6559,6.0,0.5,0
بی‌وای‌دی,102,9.0,1.0,0
مراوده,3478,6.0,1.0,0
فرد,542384,3.0,0.33,0
گری‌های,217,7.0,1.0,0
توافق‌نامه,12470,10.0,0.86,0
شدندگروه,265,8.0,0.67,0
طناز,2853,4.0,0.67,0
ایات,395,4.0,1.0,0
لوینسون,1045,7.0,0.25,0
افتضاح,2614,6.0,0.6,0
نخاله,2103,5.0,1.0,0
فوج,2582,3.0,0.2,0
آوار,13989,4.0,1.5,0
کارلا,733,5.0,1.0,0
متحده,32497,5.0,0.75,0
العبادی,13399,7.0,0.8,0
داشتهباشی,3051,9.0,0.5,0
خندق,2022,4.0,0.5,0
تتبع,896,4.0,0.5,0
استانداری‌های,1210,13.0,0.62,0
درسواحل,137,7.0,0.8,0
علایمی,1895,6.0,1.0,0
جزید#جز,338,3.0,0.33,0
بانا,107,4.0,1.0,0
دیل,1211,3.0,0.5,0
سرهنگ,54347,5.0,0.4,0
منزجرکننده,173,10.0,0.7,0
اینفوگرافیک,1971,11.0,0.71,0
القومی,3340,6.0,0.75,0
تیارا,139,5.0,1.0,0
بتل,665,3.0,0.33,0
هدد,371,3.0,0.67,0
حریره,325,5.0,1.0,0
نورمحمدی,2130,8.0,0.57,0
وایومینگ,2576,8.0,0.8,0
اقتباس,8898,6.0,0.6,0
پروفیل,2169,6.0,0.6,0
الخروجی,1226,7.0,0.43,0
انا,4659,3.0,1.0,0
لاعلاج,1016,6.0,0.5,0
فراموش,93873,6.0,0.75,0
پلینی,149,5.0,1.0,0
ناقش,148,4.0,0.33,0
ثان,202,3.0,0.5,0
چیدن,3205,4.0,0.5,0
لرزه‌نگاری,2661,10.0,0.44,0
قزاقزستان,108,9.0,0.71,0
سووالات,170,7.0,1.0,0
متناقص,113,6.0,0.8,0
اذاع,111,4.0,0.67,0
اینوزیتول,182,9.0,0.67,0
راونا,368,5.0,1.0,0
کلیتوریس,198,8.0,0.67,0
اعتلا,10187,5.0,0.75,0
دیزین,2748,5.0,0.67,0
بچه‌بازی,178,8.0,0.67,0
دورف,985,4.0,0.67,0
نشستهباشید,105,10.0,0.71,0
کوالیس,139,6.0,0.75,0
ملول,308,4.0,0.67,0
شفت,2269,3.0,0.33,0
مدیریتی‌اش,200,10.0,0.8,0
اوکس,189,4.0,0.5,0
درنوردیده,639,9.0,0.83,0
سهل‌آباد,296,8.0,1.0,0
جاسب,119,4.0,0.2,0
مختصات,8129,6.0,0.6,0
پرشمارگان,117,9.0,0.67,0
گزاری‌های,139,9.0,1.0,0
داستایوسکی,266,10.0,0.83,0
خوشخو,370,5.0,0.67,0
فرانسویایتالیایی,147,16.0,1.14,0
اتوبوس,85074,6.0,0.5,0
مؤاخذه,556,6.0,1.0,0
صمیمی,18423,5.0,1.0,0
یقظ,103,3.0,0.33,0
طاقچه,1000,5.0,0.5,0
میهمان,40857,6.0,0.5,0
واجب,20526,4.0,0.2,0
افغانی,10088,6.0,0.75,0
المکالمات,116,9.0,0.83,0
باقلوا,590,6.0,0.75,0
کویته,1385,5.0,0.6,0
سدیر,156,4.0,0.67,0
کومون,126,5.0,0.67,0
جغرافیایی,44429,9.0,0.67,0
المعنی,1207,6.0,0.5,0
اساسنامه,29720,8.0,0.8,0
واموال,109,6.0,1.0,0
خیام,7138,4.0,1.0,0
نیازداریم,145,9.0,0.8,0
مدرس,39338,4.0,0.5,0
لبیروت,159,6.0,0.75,0
ارز‌آوری,163,8.0,0.67,0
کوردا,134,5.0,0.67,0
یؤثر,559,4.0,0.5,0
القرآنی,244,7.0,0.8,0
پی‌نوشت,2072,7.0,0.5,0
نشینان,7738,6.0,0.75,0
چنبره,1231,5.0,0.6,0
قره‌العین,171,9.0,1.0,0
تانن,515,4.0,0.67,0
مهاجرین,4564,7.0,0.57,0
نظارت,395944,5.0,0.75,0
مراسل,2330,5.0,0.5,0
شعور,7207,4.0,0.67,0
ارسال‌شده,56936,9.0,0.43,0
بخوره,591,5.0,0.75,0
سلسلی,147,5.0,0.75,0
میلیاردمترمکعب,202,14.0,1.0,0
سراتو,6853,5.0,1.0,0
پالو,364,4.0,0.67,0
غیراین,1026,6.0,0.5,0
آرومه,166,5.0,0.75,0
عنتر,202,4.0,0.5,0
وبازرگانی,372,9.0,0.71,0
همکلاسی‌اش,107,10.0,0.83,0
پوآرو,367,5.0,1.0,0
لیژ,459,3.0,0.5,0
رساندهبودند,1494,11.0,0.56,0
افسانه,25292,6.0,0.75,0
استیماچ,928,7.0,0.5,0
والأمیرکی,153,9.0,0.67,0
بست‌های,470,7.0,0.75,0
عدالت‌خواهی,1595,11.0,0.86,0
بلورساز,209,7.0,1.0,0
تدریج,47961,5.0,0.33,0
مباره,150,5.0,1.0,0
تجدیدنظر,16081,8.0,0.33,0
درهر,1690,4.0,0.5,0
قرمزپوشان,921,9.0,0.33,0
امیدورایم,240,9.0,1.0,0
بازداری,458,7.0,0.75,0
یستطیع,1043,6.0,0.75,0
اعتراض‌آمیز,2752,11.0,0.62,0
داسیلوا,1288,7.0,1.33,0
ایران‌زمین,29567,10.0,0.83,0
بطول,1689,4.0,0.67,0
هیوستون,2107,7.0,0.5,0
بنیادگرایانه,135,12.0,1.4,0
سقف,141428,3.0,0.67,0
یبان,121,4.0,0.67,0
تعبیه‌شده,8904,9.0,0.71,0
می‌نشاند,1319,8.0,0.67,0
مقتدر,8447,5.0,0.6,0
یخسر,126,4.0,0.5,0
تبذل,248,4.0,0.4,0
بونو,221,4.0,0.67,0
معلنا,355,5.0,0.75,0
علی‌اشرف,430,8.0,0.67,0
پرحاشیه,5673,7.0,1.0,0
یکجانبه,5470,7.0,0.57,0
تعبر,1330,4.0,0.5,0
گیرمو,209,5.0,0.67,0
چهاردیواری,472,10.0,0.86,0
نکوست,250,5.0,0.75,0
نیشن,612,4.0,0.67,0
ازخیابان,109,8.0,1.0,0
المشروع,2783,7.0,0.5,0
آزادی‌خواهانه,490,13.0,0.78,0
والانتخابات,155,11.0,0.71,0
چند,1038617,3.0,0.25,0
جیرینگ,1299,6.0,0.33,0
پروژها,141,6.0,1.33,0
بإحدی,112,5.0,1.33,0
کریستال‌ها,308,10.0,0.67,0
ماوه,145,4.0,1.0,0
فداکاریها,106,9.0,0.67,0
شهیار,1142,5.0,1.0,0
لاجرم,2738,5.0,0.5,0
الضباط,391,6.0,1.0,0
بومهن,857,5.0,0.75,0
تراشکاری,376,8.0,0.8,0
اسرائیل,166091,7.0,0.6,0
نهال‌کاری,1228,9.0,0.8,0
حاکی,85383,4.0,1.0,0
یزال,1410,4.0,0.67,0
پرید#پر,9440,3.0,0.6,0
مسواک‌زدن,112,9.0,0.83,0
آمدهباشد,2474,8.0,0.5,0
تختلف,409,5.0,0.75,0
سرطانزایی,144,9.0,0.83,0
فشارقوی,255,7.0,0.67,0
مسیحی‌ها,438,8.0,0.8,0
نخواهیمبرد,432,10.0,0.71,0
جی‌پی‌ال,250,8.0,0.83,0
ترکمن,8323,5.0,0.6,0
راسیسکایا,148,9.0,1.0,0
کارآزمایی,625,9.0,0.71,0
به‌استناد,231,9.0,1.0,0
العملی,5816,6.0,0.6,0
مضرر,123,4.0,0.2,0
بادپا,329,5.0,0.67,0
ترامادول,2741,8.0,0.8,0
مفقودی‌های,189,10.0,1.0,0
خبرنویسی,440,8.0,0.67,0
قربانی‌های,392,10.0,0.71,0
جوشقان,1441,6.0,0.33,0
الزکیه,183,6.0,0.75,0
وتقع,170,4.0,0.5,0
فرسکو,128,5.0,0.75,0
إعلام,1481,5.0,0.5,0
خندانی,128,6.0,0.75,0
سرن,902,3.0,0.67,0
یسن,179,3.0,0.33,0
یکان,1150,4.0,0.67,0
شبک,3659,3.0,0.33,0
گوشه‌نشینی,573,10.0,0.71,0
مامقانی,110,7.0,1.0,0
ویلیام,15185,6.0,1.0,0
قلوبنا,169,6.0,1.0,0
لعین,236,4.0,0.67,0
علف‌کش,1028,6.0,0.5,0
بارسا,12499,5.0,0.67,0
همسان,4653,5.0,0.75,0
سراقب,162,5.0,0.75,0
کیانوری,390,7.0,1.0,0
بایرنی‌ها,247,9.0,0.83,0
ملیک,283,4.0,0.67,0
الجلسات,136,7.0,0.67,0
نمیام,105,5.0,1.0,0
نداشتهاست,52265,9.0,0.5,0
نوجوانانه,270,9.0,0.86,0
قولوا,234,5.0,1.5,0
سروده‌است,395,9.0,0.67,0
یتدخل,155,5.0,0.75,0
یراه,149,4.0,0.67,0
بوکش,371,4.0,0.5,0
مشعل,9582,4.0,0.5,0
پاپوآ,1577,5.0,1.5,0
هات,2025,3.0,0.5,0
پونز,477,4.0,0.67,0
توسعه‌یافته,32021,11.0,0.5,0
غده,9154,3.0,1.0,0
فول,12014,3.0,0.33,0
رجال,8317,4.0,0.4,0
نیکوبار,131,7.0,0.75,0
خیراله,253,6.0,1.0,0
برخلاف,72224,6.0,0.33,0
حذر,3502,3.0,0.67,0
نخوت,343,4.0,1.0,0
تهز,148,3.0,0.33,0
دمائی,102,5.0,1.0,0
نقطه‌به‌نقطه,1118,12.0,0.6,0
آوین,121,4.0,1.0,0
نفوذی‌ها,744,8.0,1.0,0
اسپانیول,2854,8.0,0.5,0
هزینه‌کردن,216,10.0,0.71,0
رودزیای,137,7.0,1.0,0
خون‌آلود,1354,8.0,0.6,0
پولسازترین,279,10.0,0.83,0
شوارع,894,5.0,0.75,0
برعهده,66462,6.0,0.6,0
گت,224,2.0,0.5,0
دانسته,25851,6.0,0.75,0
درشت,16223,4.0,0.5,0
جریان‌سازی‌های,118,14.0,0.78,0
اسرائیلیها,211,10.0,0.83,0
دادهشدند,3683,8.0,0.43,0
یاماناشی,147,8.0,1.0,0
آنالیزور,1143,8.0,0.8,0
ماکین,279,5.0,0.67,0
شمالی‌ترین,1188,10.0,0.71,0
والعسکری,787,8.0,0.8,0
رقیبانش,474,7.0,0.8,0
مصایبی,115,6.0,1.33,0
پسکرانه,149,7.0,0.8,0
عبدالوهاب,2872,9.0,0.57,0
باسن,1455,4.0,0.67,0
أنباء,1825,5.0,1.0,0
عجم,2902,3.0,0.4,0
فاتیما,111,6.0,1.0,0
وعلاقه,203,6.0,0.75,0
خمر,1818,3.0,0.33,0
اتیوپی,5676,6.0,1.0,0
شیامالان,107,8.0,1.0,0
شاه‌صفی,162,7.0,1.0,0
أبنائهم,105,7.0,0.8,0
دوکوهه,586,6.0,0.75,0
هاسکی,111,5.0,0.67,0
ماندهبود,7353,8.0,0.5,0
تودیع,16656,5.0,0.5,0
پدرانش,32937,6.0,0.8,0
بی‌عمل,813,6.0,0.75,0
الأردن,2284,6.0,0.8,0
بلندمدت‌تری,124,11.0,0.75,0
به‌یکباره,143,9.0,1.5,0
درون,151790,4.0,0.67,0
فرز,2419,3.0,0.33,0
رشداقتصادی,341,10.0,0.83,0
سردکننده,170,8.0,0.71,0
تعالی‌بخش,469,9.0,0.67,0
تقویب,104,5.0,0.75,0
الانقلاب,1526,8.0,0.8,0
تک‌رشته‌ای,175,10.0,0.67,0
کاظم‌آباد,153,9.0,0.67,0
گامبورو,137,7.0,0.75,0
باغین,172,5.0,0.67,0
دردهه,296,5.0,0.75,0
متلک,1736,4.0,0.75,0
تمرکز,106586,5.0,0.6,0
الطلبات,120,7.0,0.67,0
هانا,2175,4.0,1.0,0
نوآمدگان,107,8.0,0.83,0
تدیر,184,4.0,0.67,0
پیکر,57436,4.0,0.5,0
درآورند,3507,7.0,0.67,0
گریخت#گریز,17101,4.5,0.57,0
چینی,126077,4.0,0.67,0
المضی,333,5.0,0.75,0
إسرائیلی,2131,8.0,0.8,0
ان‌تی,109,5.0,0.75,0
خوشبختانه,86235,9.0,0.57,0
قطام,166,4.0,0.67,0
انی,6050,3.0,1.0,0
شهرضا,3813,5.0,0.75,0
لنگی,625,4.0,0.67,0
سیکلت‌ها,871,8.0,0.8,0
پنسیلوانیا,8086,10.0,1.2,0
عصربازار,35013,8.0,1.0,0
افشان,1797,5.0,0.5,0
غیرمصرفی,223,8.0,1.0,0
یاکوب,683,5.0,0.67,0
پارس‌دارو,149,9.0,0.67,0
ضرابی,1752,5.0,1.0,0
حالیست,12853,6.0,0.75,0
لرد,3710,3.0,0.33,0
محمدحسن,9407,7.0,0.67,0
اردیبهشت,191117,8.0,0.57,0
مادگی,223,5.0,1.0,0
إقام,1336,4.0,0.67,0
سورس,1051,4.0,0.67,0
لاهه,5026,4.0,1.0,0
سوپرماشین,108,9.0,0.67,0
داش‌آکل,101,7.0,1.33,0
فاینانسورهای,262,12.0,0.71,0
وایفای,1109,6.0,0.75,0
بال,26074,3.0,0.5,0
راشین,151,5.0,0.67,0
عدلا,115,4.0,1.0,0
ناواکو,143,6.0,1.0,0
کنای,138,4.0,0.67,0
دیباگ,138,5.0,0.67,0
پاکشوما,125,7.0,1.0,0
ابهی,146,4.0,0.67,0
شیخ‌الرئیس,402,10.0,0.67,0
همدستانش,1225,8.0,0.57,0
سپردهشدهاست,2777,11.0,0.5,0
کورولا,277,6.0,1.0,0
هیبرید,20230,6.0,0.5,0
قوام‌الدوله,143,11.0,0.86,0
لژ,702,2.0,0.5,0
فروزانفر,542,8.0,0.67,0
وتعدادی,156,7.0,1.0,0
یادآوری‌ها,121,10.0,0.86,0
الهیئات,168,7.0,0.8,0
خلفه,347,4.0,0.67,0
ولما,254,4.0,1.0,0
سلبیا,133,5.0,1.0,0
الافلام,281,7.0,1.0,0
بیماری‌هایی,5034,11.0,1.0,0
ریشار,188,5.0,0.67,0
عبدالرضا,18353,8.0,0.83,0
مطالبه,33211,6.0,0.8,0
گزشته,133,5.0,0.75,0
تهنیت,2207,5.0,0.75,0
المذهب,314,6.0,1.0,0
شک‌برانگیز,351,10.0,0.83,0
سفالگر,1428,6.0,0.6,0
سروش,23498,4.0,0.67,0
مناظق,101,5.0,0.75,0
فصول,12040,4.0,0.67,0
گذاری‌ها,8613,8.0,1.0,0
سیسه,160,4.0,0.33,0
تلخ‌تری,133,7.0,0.67,0
الولایات,9699,8.0,1.25,0
اتود,575,4.0,0.5,0
میخواهم,543,7.0,0.8,0
فرزنو,197,5.0,0.75,0
سفن,430,3.0,0.67,0
رخساره,1097,6.0,0.75,0
جرایم,56756,5.0,0.5,0
رویوران,210,7.0,0.8,0
فرایند,81965,6.0,0.6,0
سیداسماعیل,200,10.0,1.0,0
رشتی,1387,4.0,0.67,0
کاخ‌موزه,129,8.0,0.67,0
سلفید#سلف,33888,4.0,0.57,0
مناره,2936,5.0,1.0,0
مگنت,186,4.0,0.5,0
سلطنت‌طلب,1645,9.0,0.5,0
بورگه,208,5.0,0.67,0
کودتا,47692,5.0,1.0,0
رسیدهباشید,123,10.0,0.67,0
التمهید,132,7.0,0.8,0
ایرانیا,261,7.0,1.0,0
نظرسنجی,52049,7.0,0.71,0
بازنشسته,33877,8.0,0.67,0
بازنگشته‌اند,231,12.0,0.75,0
خطرآفرین,1943,8.0,0.43,0
ضدروسی,910,6.0,0.6,0
درپی,11483,4.0,0.67,0
تناسب‌اندام,187,11.0,0.71,0
مستقلا,1396,6.0,0.6,0
الذکری,1337,6.0,1.0,0
شوفاژ,785,5.0,0.67,0
ژو,987,2.0,0.5,0
نوگا,1049,4.0,1.0,0
بهاروند,1157,7.0,0.8,0
کابریولت,307,8.0,0.67,0
فوتبالی‌اش,214,10.0,1.0,0
شکور,4949,4.0,0.5,0
پاس,36015,3.0,0.5,0
نگرفتهباشد,1017,10.0,0.56,0
هیجان,46791,5.0,0.5,0
پدیای,163,5.0,1.0,0
بفکر,249,4.0,0.5,0
تکفل,2357,4.0,0.5,0
علی‌ابن,121,7.0,1.0,0
بائوج,1146,5.0,0.4,0
بریویک,155,6.0,1.0,0
وکمترین,133,7.0,0.67,0
پراهمیت,2612,7.0,0.6,0
بچگانه,1069,6.0,0.6,0
تووا,114,4.0,1.0,0
تألیفات,786,7.0,0.8,0
اودیسا,161,6.0,0.75,0
ممنتو,358,5.0,0.75,0
سه‌ستاره,124,8.0,0.8,0
نداشتهباشی,549,10.0,0.71,0
غلطک,237,4.0,0.5,0
به‌مدت,2081,6.0,0.43,0
نانوشته,2991,7.0,0.75,0
همرزم,1428,5.0,0.6,0
به‌روز,97567,6.0,0.6,0
امابه,145,5.0,1.0,0
فروردین,160476,7.0,0.8,0
لواء,1226,4.0,0.67,0
بیسواد,875,6.0,1.0,0
عبدالرحمن,6091,9.0,0.44,0
هم‌اکنون,215088,8.0,0.67,0
سیستم,348378,5.0,0.5,0
قراره,1511,5.0,1.0,0
صمود,568,4.0,0.67,0
خودکار,53857,6.0,0.5,0
پیرزن,7514,5.0,0.5,0
سی‌و‌پنجمین,113,11.0,0.86,0
پویاگران,118,8.0,1.0,0
ناکافی,7490,6.0,1.0,0
بهزاد,17502,5.0,0.5,0
قاهر,1060,4.0,0.67,0
ریختهاست,2298,8.0,0.5,0
نسبتا,47489,5.0,0.75,0
پد‌ر,248,4.0,1.0,0
ضدهم,213,4.0,0.5,0
تیرگی,4223,5.0,1.0,0
گروبر,101,5.0,0.75,0
هرزه,1269,4.0,0.67,0
لمقتل,165,5.0,1.0,0
سوزی‌ها,1067,7.0,1.0,0
الساعدی,332,7.0,0.8,0
روانشناختی,5705,10.0,0.71,0
آژیر,2586,4.0,0.67,0
سروسامان,1931,8.0,0.8,0
وسائر,394,5.0,0.75,0
بختیار,53155,6.0,0.75,0
کانوپولوی,111,9.0,0.71,0
پذیرفتهبود,1050,10.0,0.5,0
عایق‌بندی,980,9.0,0.57,0
اقترح,189,5.0,0.75,0
اعماق,6868,5.0,0.5,0
مخاطرات,12643,7.0,0.8,0
مهمترین‌ها,256,10.0,1.0,0
احتراق,3999,6.0,0.6,0
محرمات,1288,6.0,0.6,0
دیپلمه,1090,6.0,0.75,0
تکثر,3323,4.0,0.5,0
موسیر,942,5.0,0.67,0
کراسوس,255,6.0,0.75,0
الانتظار,272,8.0,0.67,0
بذ,104,2.0,0.5,0
فرگوسن,5467,6.0,0.6,0
گرمیو,141,5.0,0.75,0
لعزل,143,4.0,0.5,0
ویگو,360,4.0,0.67,0
آکچی,186,4.0,1.0,0
سوزاندهشدهاست,105,13.0,0.67,0
بروژ,449,4.0,0.67,0
ایزدخواست,372,9.0,0.67,0
سویس,1446,4.0,0.67,0
الناخبین,350,8.0,0.67,0
اتر,836,3.0,0.67,0
شهرآباد,266,7.0,0.8,0
سیراکوز,125,7.0,0.75,0
کمک‌راننده,718,10.0,0.71,0
مبارزه‌طلبی,199,11.0,0.86,0
احکام,51085,5.0,0.5,0
ملعبه,407,5.0,0.75,0
ضابطه,4517,5.0,0.75,0
یخلف,111,4.0,0.5,0
قتیلا,1076,5.0,1.0,0
شبکات,551,5.0,0.75,0
کاچی,148,4.0,0.67,0
داعشی,13065,5.0,1.0,0
زواید,299,5.0,0.75,0
ریپورتر,1423,7.0,0.6,0
لولا,3818,4.0,0.67,0
تخمیر,2858,5.0,0.5,0
وصفته,268,5.0,0.75,0
رسانندگی,157,8.0,0.83,0
طالبی‌نژاد,143,10.0,0.83,0
روان‌درمانی,5456,11.0,0.71,0
مختلط,7037,5.0,0.6,0
کتمان,6211,5.0,0.5,0
والذی,4176,5.0,1.0,0
کاتاراکت,286,8.0,1.0,0
گوزل,226,4.0,0.33,0
الأدمیرال,113,9.0,1.0,0
تحی,171,3.0,1.0,0
دارالعباده,305,10.0,0.86,0
دوستی‌اش,156,8.0,0.75,0
امتحان‌داده,132,11.0,0.75,0
ایبنا,3475,5.0,0.67,0
لحج,459,3.0,0.4,0
منوهین,122,6.0,0.75,0
فولکس,3783,5.0,0.2,0
تاراس,117,5.0,0.67,0
تواصل,1676,5.0,0.75,0
اذ,924,2.0,0.5,0
هیراد,179,5.0,0.67,0
پشنهادی,178,7.0,0.8,0
آتشک,252,4.0,0.75,0
پلاسکوی,1049,7.0,0.8,0
