target_word,freq,LenChar,VowConRatio,label
داداندیش,383,8.0,0.6,1
ناوگروه‌های,373,11.0,0.57,1
خوش‌خوان,201,8.0,0.43,1
بیست‌وششم,227,9.0,0.43,1
شات‌های,272,7.0,0.6,1
روبنس,128,5.0,0.5,1
گرینبلات,132,8.0,0.5,1
بوروکراتیک,886,10.0,0.57,1
باخبرند,398,7.0,0.5,1
چهار‌میلیون,117,11.0,0.62,1
آبخوست‌ها,107,9.0,0.5,1
دل‌سوخته,112,8.0,0.43,1
حاصلضرب,308,7.0,0.5,1
الجمال,217,6.0,0.43,1
سپهوند,383,6.0,0.6,1
ووتسکی,131,6.0,0.6,1
مقد‌ار,105,6.0,0.6,1
وکارتان,140,7.0,0.6,1
ودلیل,137,5.0,0.5,1
درمدت,900,5.0,0.6,1
عکس‌دار,542,7.0,0.5,1
بازبماند,141,8.0,0.5,1
ارزون,311,5.0,0.5,1
ازکارت,107,6.0,0.6,1
التفکیر,458,7.0,0.57,1
ممنوع‌الورود,645,12.0,0.6,1
شرایتون,129,7.0,0.6,1
رپرتاژ,564,6.0,0.6,1
زیردان,108,6.0,0.5,1
به‌احتمال,742,9.0,0.5,1
خوردهباشید,106,10.0,0.57,1
وگستر,144,5.0,0.6,1
دلنوشته‌های,171,11.0,0.62,1
وتشکر,319,5.0,0.33,1
ومحور,242,5.0,0.5,1
حبتور,137,5.0,0.5,1
جاغوری,136,6.0,0.6,1
خوشتیپ,355,6.0,0.6,1
سبزی‌فروش,208,9.0,0.57,1
الزجاج,133,6.0,0.33,1
لعابدار,216,7.0,0.6,1
رحمتک,117,5.0,0.6,1
نگه‌دار,849,7.0,0.6,1
مورد‌نظر,357,8.0,0.57,1
کم‌خرج,377,6.0,0.43,1
گرمازده,416,7.0,0.6,1
لجهاز,134,5.0,0.5,1
محمدحسن‌خان,122,11.0,0.56,1
فیض‌بخش,114,7.0,0.6,1
اجرائیه,360,7.0,0.43,1
المحاصرین,145,9.0,0.57,1
الذاکر,209,6.0,0.6,1
اپوزسیون,477,8.0,0.57,1
خودمحور,297,7.0,0.5,1
قلاوند,319,6.0,0.6,1
برمدار,106,6.0,0.4,1
باورتون,117,7.0,0.5,1
گوردن,427,5.0,0.4,1
للدستور,215,7.0,0.5,1
وحصلت,126,5.0,0.6,1
گاسپل,103,5.0,0.5,1
فردوگاه,172,7.0,0.6,1
رکوردم,167,6.0,0.6,1
موثراست,163,7.0,0.5,1
سرکارخانم,166,9.0,0.5,1
متامفتامین,307,10.0,0.62,1
ریزساختار,159,9.0,0.57,1
شهروندانشان,401,11.0,0.44,1
بود‌جه,430,6.0,0.4,1
رشتهشد,133,6.0,0.5,1
آمادهمی‌شوم,105,11.0,0.62,1
همکاریهایی,131,10.0,0.57,1
مجازین,550,6.0,0.5,1
چیدهشدهبود,234,10.0,0.5,1
لمجمع,148,5.0,0.29,1
للمسجد,308,6.0,0.5,1
سنت‌گرایی,269,9.0,0.57,1
ماندگان,572,7.0,0.6,1
میتونست,147,7.0,0.5,1
مجموعه‌سازی,231,11.0,0.62,1
ریل‌پایه,193,8.0,0.6,1
خودکم‌بینی,123,10.0,0.38,1
بر‌گزار,121,7.0,0.33,1
اکتون,165,5.0,0.4,1
بالمثل,233,6.0,0.6,1
محمدزمان,130,8.0,0.43,1
ایجنت,328,5.0,0.5,1
دلبستگان,197,8.0,0.57,1
وغریب,490,5.0,0.5,1
شکرآب,416,5.0,0.4,1
قربانی‌ها,361,9.0,0.57,1
دیگرند,213,6.0,0.6,1
اینهبیتت,114,8.0,0.6,1
گیم‌کیوب,117,8.0,0.6,1
دورانگل,197,7.0,0.6,1
حج‌الاسلام,138,10.0,0.4,1
شمالگان,429,7.0,0.6,1
زرگان,128,5.0,0.5,1
لتجنب,229,5.0,0.43,1
اتراک,115,5.0,0.5,1
می‌کشه,340,6.0,0.4,1
الاحمد,897,6.0,0.6,1
نشاندگان,167,8.0,0.5,1
اپرداز,472,6.0,0.6,1
بیضوی,840,5.0,0.6,1
سوتفاهم,259,7.0,0.6,1
مجموعه‌داستان,124,13.0,0.55,1
الشهرین,131,7.0,0.43,1
بناپارت,782,7.0,0.6,1
عیدسعید,285,7.0,0.5,1
مهدیس,290,5.0,0.5,1
ایرانپاک,532,8.0,0.5,1
المخاطر,399,7.0,0.5,1
حمراء,207,5.0,0.5,1
خارکوف,152,6.0,0.5,1
نیندیشند,472,8.0,0.5,1
متکفل,614,5.0,0.6,1
جینکو,190,5.0,0.33,1
دارابگرد,352,8.0,0.5,1
تورتورو,117,7.0,0.43,1
زندیق,157,5.0,0.5,1
الإصابات,195,8.0,0.6,1
کلمنتاین,102,8.0,0.57,1
اوکانل,134,6.0,0.6,1
داونینگ,306,7.0,0.4,1
روغن‌زیتون,195,10.0,0.57,1
برقکار,117,6.0,0.6,1
مریخ‌نورد,356,9.0,0.38,1
برگزیده‌اید,129,11.0,0.57,1
حجت‌السلام,246,10.0,0.4,1
سکهسکه,141,6.0,0.6,1
جریده,525,5.0,0.6,1
برمردم,135,6.0,0.5,1
بآیاتنا,102,7.0,0.5,1
چیپ‌ها,283,6.0,0.4,1
احتلال,601,6.0,0.6,1
یدافعون,103,7.0,0.57,1
ریکوردر,130,7.0,0.6,1
العجز,328,5.0,0.29,1
العضوی,211,6.0,0.6,1
عمده‌فروشان,256,11.0,0.62,1
شاگردانی,752,8.0,0.6,1
بدروم,159,5.0,0.5,1
خورناتسی,158,8.0,0.5,1
هیتمن,370,5.0,0.6,1
حق‌جویی,166,7.0,0.57,1
موتورساز,699,8.0,0.57,1
دستگرمی,103,7.0,0.5,1
باندیکوت,169,8.0,0.6,1
الجمهوریین,282,10.0,0.6,1
جاویش,263,5.0,0.33,1
تفنگ‌دار,114,8.0,0.43,1
درست‌کردن,245,9.0,0.33,1
درنده‌خو,105,8.0,0.57,1
بهروزی‌فر,115,9.0,0.57,1
انگجی,120,5.0,0.5,1
نجاتگر,656,6.0,0.43,1
یعالج,125,5.0,0.5,1
چشمپوشی,181,7.0,0.38,1
آکگول,130,5.0,0.5,1
تستند,194,5.0,0.4,1
رنجبرانبا,136,9.0,0.4,1
اسید‌پاشی,162,9.0,0.57,1
کربوکسیلیک,351,10.0,0.62,1
صافدل,565,5.0,0.5,1
برقی‌ها,326,7.0,0.6,1
للتنمی,101,6.0,0.6,1
القبر,190,5.0,0.6,1
تواصلت,142,6.0,0.6,1
دیگرهم,211,6.0,0.4,1
تجدیدنظرطلبان,107,13.0,0.5,1
استارتاپ‌هایی,103,13.0,0.56,1
الدیمقراطیین,132,12.0,0.56,1
لیپتون,342,6.0,0.6,1
حججی‌های,137,8.0,0.62,1
البلدتین,106,8.0,0.57,1
طرلان,155,5.0,0.5,1
بانک‌داران,134,10.0,0.44,1
فاصله‌دار,157,9.0,0.5,1
پیتسبرگ,244,7.0,0.5,1
هامبر,178,5.0,0.5,1
جی‌دی,121,5.0,0.6,1
رنوساندرو,129,9.0,0.57,1
بالفشل,293,6.0,0.6,1
والتعامل,180,8.0,0.43,1
لمتابع,371,6.0,0.6,1
وتوجیه,181,6.0,0.6,1
رکتوم,393,5.0,0.4,1
دلیجه,158,5.0,0.6,1
برهمن,362,5.0,0.6,1
برنوتسوونتری,165,12.0,0.55,1
الحصان,318,6.0,0.6,1
یارانه‌هاست,418,11.0,0.57,1
سیعود,163,5.0,0.5,1
داکتر,337,5.0,0.5,1
راینلاندفالتس,321,13.0,0.36,1
یاخونت,110,6.0,0.5,1
بشتابید,397,7.0,0.6,1
واستخدمت,112,8.0,0.43,1
أوضاع,384,5.0,0.5,1
سوءبرداشت,677,9.0,0.57,1
صنعت‌گر,863,7.0,0.43,1
جافری,146,5.0,0.6,1
ترکمن‌صحرا,533,10.0,0.44,1
هات‌داگ,254,7.0,0.5,1
اشاره‌کرد,109,9.0,0.62,1
سیزده‌بدر,126,9.0,0.43,1
البعد,280,5.0,0.6,1
می‌بالد,751,7.0,0.6,1
تراجعت,234,6.0,0.57,1
کاراکال,202,7.0,0.5,1
باصلابت,315,7.0,0.4,1
میناکاری,434,8.0,0.6,1
اتفافات,164,7.0,0.33,1
فرزنددار,330,8.0,0.43,1
صلیب‌سرخ,422,8.0,0.57,1
رقت‌انگیز,241,9.0,0.57,1
کوچاندن,220,7.0,0.5,1
اجماع‌سازی,271,10.0,0.44,1
نوبت‌بندی,392,9.0,0.62,1
الجربا,438,6.0,0.43,1
فوتبالدوست,132,10.0,0.57,1
راورز,272,5.0,0.5,1
انقسام,232,6.0,0.6,1
پوشاندهشدهبود,147,13.0,0.44,1
باستمرار,574,8.0,0.5,1
کرتیس,512,5.0,0.5,1
فابریس,296,6.0,0.5,1
الالتفاف,124,8.0,0.6,1
درفرآیند,106,8.0,0.57,1
الاسعد,128,6.0,0.6,1
یواجه‌ها,167,8.0,0.57,1
تدریب,520,5.0,0.5,1
دوراند,105,6.0,0.4,1
وحمای,454,5.0,0.5,1
نقل‌و‌انتقالات,135,14.0,0.6,1
جوادآباد,325,8.0,0.57,1
چرخیده,438,6.0,0.6,1
درعلم,109,5.0,0.5,1
تعتقد,356,5.0,0.6,1
بیلسک,106,5.0,0.5,1
بیست‌ویک,841,8.0,0.6,1
المستخدمین,528,10.0,0.56,1
لحکوم,542,5.0,0.5,1
جواهرساز,663,8.0,0.5,1
هلیکوپتری,485,9.0,0.62,1
قیمتهاست,122,8.0,0.5,1
الفائت,335,6.0,0.6,1
بالخلیل,101,7.0,0.6,1
باربند,334,6.0,0.4,1
مستجدات,270,7.0,0.38,1
اسپارتان,236,8.0,0.5,1
چاکلت,136,5.0,0.4,1
آدم‌هاست,356,8.0,0.43,1
استورهای,115,8.0,0.57,1
استجاب,320,6.0,0.43,1
لإنتاج,233,6.0,0.43,1
پراخت,574,5.0,0.5,1
به‌نفس,374,6.0,0.5,1
دوشغله,649,6.0,0.5,1
پرایز,329,5.0,0.5,1
سیدفرزاد,137,8.0,0.5,1
تشریق,414,5.0,0.5,1
آنیستون,407,7.0,0.6,1
استرن,493,5.0,0.4,1
جاماندن,188,7.0,0.43,1
زنبیل,685,5.0,0.5,1
أشکال,398,5.0,0.5,1
بردهباشند,300,9.0,0.5,1
النقض,177,5.0,0.6,1
مادسن,225,5.0,0.5,1
درنان,110,5.0,0.4,1
خرمدره,882,6.0,0.6,1
زرین‌گل,173,7.0,0.6,1
جذب‌کننده,575,9.0,0.56,1
شالازیون,133,8.0,0.6,1
درمجمع,223,6.0,0.38,1
واقدام,242,6.0,0.5,1
حضوردر,735,6.0,0.6,1
عشرین,530,5.0,0.5,1
هرتسوک,140,6.0,0.6,1
ایستک,120,5.0,0.5,1
کوباست,102,6.0,0.5,1
جلالوند,221,7.0,0.38,1
انباشتن,263,7.0,0.5,1
زامنهوف,183,7.0,0.6,1
عرفان‌پور,254,9.0,0.43,1
سرشون,206,5.0,0.5,1
بخروج,190,5.0,0.33,1
المتحرک,164,7.0,0.57,1
موجرانی,117,7.0,0.5,1
للتسوی,186,6.0,0.6,1
آبپخش,177,5.0,0.4,1
سمنگان,719,6.0,0.6,1
مستحکمتر,110,8.0,0.5,1
بعقوب,434,5.0,0.5,1
دانشم,122,5.0,0.5,1
بورمن,168,5.0,0.5,1
اقتصادسنجی,576,10.0,0.56,1
شاتون,153,5.0,0.5,1
السکین,119,6.0,0.6,1
للنزاع,114,6.0,0.6,1
برپاکردن,106,8.0,0.57,1
دوست‌یابی,781,9.0,0.6,1
تاسف‌برانگیز,193,12.0,0.5,1
برسکوی,107,6.0,0.33,1
اجتمع,288,5.0,0.43,1
المظلوم,521,7.0,0.5,1
نوکیسه,628,6.0,0.4,1
نورولوژیکی,133,10.0,0.62,1
الصفدی,251,6.0,0.6,1
دستآورد,186,7.0,0.6,1
لمختلف,109,6.0,0.5,1
ماه‌چهره,151,8.0,0.57,1
سرکوفت,356,6.0,0.4,1
رهبرانش,192,7.0,0.43,1
الساق,128,5.0,0.5,1
تربیچ,177,5.0,0.4,1
مختصرا,346,6.0,0.6,1
گیگافکتوری,181,10.0,0.57,1
حقدوست,729,6.0,0.6,1
پیشکوه,317,6.0,0.5,1
کوادکوپتر,265,9.0,0.57,1
اثبات‌کننده,385,11.0,0.36,1
اسفرزه,285,6.0,0.6,1
برداشته‌ام,126,10.0,0.5,1
رستگارپور,226,9.0,0.43,1
یارانه‌بگیر,719,11.0,0.5,1
تلرانس,102,6.0,0.6,1
بهراد,472,5.0,0.5,1
برتولوچی,250,8.0,0.57,1
رویدادنامه,105,10.0,0.57,1
جانبخش,124,6.0,0.29,1
قصردشت,135,6.0,0.5,1
آرکیو,136,5.0,0.5,1
ششدانگ,203,6.0,0.4,1
ژئوپولتیک,577,9.0,0.62,1
ناجیان,684,6.0,0.6,1
رزرواسیون,294,9.0,0.62,1
القرای,378,6.0,0.6,1
ساکسیفون,261,8.0,0.5,1
رنگدانه‌ها,351,10.0,0.5,1
لاسباب,147,6.0,0.5,1
هزینه‌تراشی,157,11.0,0.62,1
سپتیموس,133,7.0,0.5,1
بانکی‌شان,205,9.0,0.6,1
آگوستو,588,6.0,0.6,1
نوکلئوتیدی,187,10.0,0.62,1
یهودی‌نشین,883,10.0,0.62,1
سامبونگ,229,7.0,0.4,1
فرش‌فروش,141,8.0,0.5,1
وتحول,275,5.0,0.6,1
درتمام,831,6.0,0.4,1
پنج‌شنبه‌بازار,428,14.0,0.55,1
الجزیرتین,141,9.0,0.62,1
لمدین,811,5.0,0.5,1
التوحید,614,7.0,0.5,1
میگرد,222,5.0,0.5,1
نستور,271,5.0,0.5,1
ویظهر,401,5.0,0.4,1
وجوان,110,5.0,0.6,1
المؤامرات,386,9.0,0.57,1
العنکبوت,121,8.0,0.43,1
خوش‌مزه,347,7.0,0.6,1
الشهود,125,6.0,0.6,1
أمراض,310,5.0,0.5,1
هیدروژناسیون,102,12.0,0.62,1
برشمردهمی‌شود,321,13.0,0.42,1
پساصنعتی,104,8.0,0.43,1
نوجوانی‌اش,376,10.0,0.44,1
بی‌رغبت,628,7.0,0.5,1
پانوشت,654,6.0,0.5,1
التحصیل,375,7.0,0.5,1
سپهدار,420,6.0,0.4,1
نخواهیمگرفت,388,11.0,0.62,1
ماه‌نامه,162,8.0,0.6,1
بازداشتهاست,254,11.0,0.5,1
استامپ,150,6.0,0.6,1
تاحدود,374,6.0,0.5,1
غیرنمایندگی,130,11.0,0.62,1
المنزلی,156,7.0,0.6,1
ملیمذهبی,169,8.0,0.57,1
بی‌صبر,223,6.0,0.6,1
العسکریون,137,9.0,0.62,1
ولایت‌مداری,544,11.0,0.62,1
محدودشده,113,8.0,0.57,1
جوشین,214,5.0,0.4,1
قبطی‌های,156,8.0,0.6,1
تبلیغ‌کنندگان,149,13.0,0.56,1
خواجوئی,383,7.0,0.57,1
الخضر,218,5.0,0.4,1
رفسجانی,106,7.0,0.57,1
نگردو,132,5.0,0.4,1
برکفان,170,6.0,0.6,1
پیچیدهمی‌شوند,110,13.0,0.62,1
ناموجه,726,6.0,0.5,1
الهندس,285,6.0,0.5,1
الفلسطینیون,636,11.0,0.56,1
مایند,132,5.0,0.5,1
المذکر,207,6.0,0.5,1
جمع‌خوانی,105,9.0,0.44,1
دکتراست,116,7.0,0.29,1
پپتیدها,172,7.0,0.6,1
به‌راه,504,6.0,0.6,1
سینمائی,667,7.0,0.33,1
زجرکش,194,5.0,0.43,1
چسباندهمی‌شوند,130,14.0,0.45,1
بمقاطع,139,6.0,0.6,1
حسینی‌منش,215,9.0,0.43,1
پراکندهاست,793,10.0,0.5,1
فارماکوپه,121,9.0,0.43,1
وبودجه,686,6.0,0.5,1
الدرج,380,5.0,0.5,1
شاهدائی,153,7.0,0.6,1
ذرائع,357,5.0,0.4,1
سپردهنشود,246,9.0,0.62,1
طرف‌قرارداد,135,11.0,0.56,1
مطمین,428,5.0,0.5,1
به‌روال,232,7.0,0.5,1
خوردرو,128,6.0,0.6,1
میردهقان,168,8.0,0.5,1
صهاین,146,5.0,0.5,1
دام‌پرور,102,8.0,0.6,1
وارتان,179,6.0,0.5,1
بیکینگ‌پودر,428,11.0,0.5,1
دربیست,168,6.0,0.4,1
پیترز,508,5.0,0.2,1
وستبقی,121,6.0,0.6,1
یک‌ساعته,191,8.0,0.4,1
مستور,726,5.0,0.5,1
گلبال,240,5.0,0.5,1
صاحب‌سبک,139,8.0,0.5,1
تنهاییم,104,7.0,0.6,1
جداشدنی,414,7.0,0.57,1
نامرتب,859,6.0,0.6,1
شیک‌پوش,798,7.0,0.6,1
ترسیدهبودند,326,11.0,0.62,1
الهیمن,588,6.0,0.6,1
فیلمنامه‌ها,612,11.0,0.57,1
فرمود‌ند,106,8.0,0.5,1
فوتپوند,108,7.0,0.38,1
انشار,312,5.0,0.5,1
بگشایند,812,7.0,0.5,1
نازیسم,714,6.0,0.5,1
منظرپور,159,7.0,0.5,1
خواهندگشت,738,9.0,0.57,1
پایش‌ها,261,7.0,0.6,1
سیمبان,111,6.0,0.5,1
مانداب,126,6.0,0.5,1
آزتک‌ها,210,7.0,0.5,1
جان‌سوز,129,7.0,0.25,1
اکبرلو,162,6.0,0.5,1
سرفیروزآباد,165,11.0,0.56,1
تاریخ‌دان,593,9.0,0.6,1
رشتهباشد,107,8.0,0.5,1
چهار‌هزار,166,9.0,0.5,1
والتصدی,284,7.0,0.6,1
بإمکانکم,477,8.0,0.5,1
اسپرینتر,145,8.0,0.57,1
المدبر,125,6.0,0.5,1
کاسه‌ساز,855,8.0,0.6,1
پذیرفتهنخواهدشد,252,15.0,0.5,1
مجهزند,427,6.0,0.25,1
بیلدینگ,590,7.0,0.6,1
سوق‌الجیشی,291,10.0,0.5,1
کارکنان‌شان,162,11.0,0.5,1
بیودیزل,347,7.0,0.5,1
الأحوال,352,7.0,0.5,1
خارج‌نشین,423,9.0,0.62,1
چهارلنگ,246,7.0,0.5,1
گذاردهاست,558,9.0,0.57,1
اوراس,571,5.0,0.5,1
محمدشریف,443,8.0,0.38,1
أعمالهم,203,7.0,0.5,1
لندینگ,454,6.0,0.4,1
جعفرنژاد,341,8.0,0.3,1
نرخنامه,414,7.0,0.6,1
سونار,317,5.0,0.5,1
برایند,737,6.0,0.6,1
نولدور,104,6.0,0.6,1
اجراییه,279,7.0,0.38,1
متاجی,154,5.0,0.5,1
چوسان,333,5.0,0.5,1
المنافس,335,7.0,0.5,1
المنخفض,122,7.0,0.57,1
فیدان,429,5.0,0.5,1
اختلاف‌برانگیز,313,14.0,0.5,1
درکسلر,110,6.0,0.5,1
العضو,193,5.0,0.5,1
ونجران,146,6.0,0.43,1
بالضرور,183,7.0,0.6,1
کورسک,167,5.0,0.5,1
مسجدجامع,520,8.0,0.4,1
پوستمان,194,7.0,0.6,1
یکدستگاه,676,8.0,0.5,1
همان‌طورکه,299,10.0,0.62,1
هووارد,122,6.0,0.4,1
خشکانده,727,7.0,0.6,1
کارتکس,129,6.0,0.4,1
بندپا,456,5.0,0.4,1
آلترنیتیو,148,9.0,0.57,1
آبادکتول,308,8.0,0.6,1
خون‌خوار,144,8.0,0.57,1
گفتهباشد,714,8.0,0.57,1
نوسود,212,5.0,0.5,1
چوبین,662,5.0,0.5,1
مستخرج,283,6.0,0.38,1
کونارسکی,134,8.0,0.6,1
ودرنتیجه,115,8.0,0.57,1
اولسون,282,6.0,0.33,1
سولان,170,5.0,0.5,1
برسام,139,5.0,0.5,1
مردمند,374,6.0,0.5,1
پیشنهاددهنده,299,12.0,0.56,1
گوندش,280,5.0,0.6,1
خرم‌دره,136,7.0,0.43,1
مایکون,118,6.0,0.5,1
إبلیس,109,5.0,0.5,1
ایگرگ,136,5.0,0.5,1
سرمایه‌گذاریها,149,14.0,0.56,1
خبرخوش,319,6.0,0.6,1
مهراباد,101,7.0,0.6,1
المغنی,104,6.0,0.6,1
بهروج,110,5.0,0.29,1
فورفورتو,282,8.0,0.43,1
الزنجیلی,250,8.0,0.5,1
کنترول,174,6.0,0.5,1
بیدمشک,687,6.0,0.4,1
الاصعد,162,6.0,0.4,1
فتح‌اله,141,7.0,0.6,1
واردکنندگانی,593,12.0,0.62,1
جروسالم,136,7.0,0.43,1
خارجی‌اش,761,8.0,0.43,1
ممزوج,598,5.0,0.33,1
سرمایه‌انسانی,105,13.0,0.62,1
بالخصوص,299,7.0,0.6,1
کوناشینکوف,212,10.0,0.57,1
التدریس,116,7.0,0.5,1
سدریک,413,5.0,0.5,1
دوختن,884,5.0,0.5,1
هولشتاین,159,8.0,0.5,1
کهورستان,132,8.0,0.5,1
غیرمحلول,136,8.0,0.5,1
استادشاگردی,106,11.0,0.62,1
برگرده,290,6.0,0.6,1
پیتسبورگ,539,8.0,0.5,1
پی‌پی‌ام,108,8.0,0.43,1
سنجبد,149,5.0,0.29,1
تومانالنتراهیوندایکره,163,21.0,0.0,1
جوونی,173,5.0,0.5,1
بانداژ,524,6.0,0.5,1
حج‌گزار,186,7.0,0.38,1
میرخانی,777,7.0,0.6,1
إسلام,210,5.0,0.5,1
استانهاست,105,9.0,0.5,1
مکحول,187,5.0,0.5,1
شرقاط,359,5.0,0.5,1
بالأسلح,287,7.0,0.33,1
درعمق,119,5.0,0.5,1
کهرباء,124,6.0,0.6,1
سؤال‌برانگیز,589,12.0,0.62,1
العنای,136,6.0,0.6,1
کشتهبودند,208,9.0,0.5,1
المنکر,859,6.0,0.5,1
بادکش,814,5.0,0.5,1
نامنویسی,470,8.0,0.5,1
تأثیراتی,688,8.0,0.6,1
میوندالن,418,8.0,0.5,1
تک‌نفره,898,7.0,0.6,1
آمیزتر,283,6.0,0.6,1
پیشگر,119,5.0,0.5,1
بوکمل,169,5.0,0.4,1
ساختاردهی,132,9.0,0.5,1
سلامتی‌اش,398,9.0,0.43,1
جینگو,104,5.0,0.4,1
الدخان,278,6.0,0.6,1
راکت‌انداز,149,10.0,0.5,1
میگون,405,5.0,0.5,1
شوهرخواهر,139,9.0,0.57,1
اسفالت,155,6.0,0.6,1
استغفر,196,6.0,0.5,1
دی‌الکتریک,139,10.0,0.57,1
جی‌پی,321,5.0,0.4,1
چهارزبر,153,7.0,0.43,1
الرافدین,108,8.0,0.43,1
کلرین,112,5.0,0.5,1
بمعزل,127,5.0,0.4,1
ارکس‌تر,107,7.0,0.43,1
ازبین‌بردن,214,10.0,0.62,1
لیلند,124,5.0,0.5,1
ناقص‌الخلقه,415,11.0,0.62,1
نیکدل,439,5.0,0.5,1
کرده‌باشد,122,9.0,0.57,1
الغطاء,469,6.0,0.6,1
شوتوکان,188,7.0,0.6,1
المتاخم,104,7.0,0.5,1
المتعمد,128,7.0,0.57,1
بسزائی,366,6.0,0.6,1
وپژوهش,124,6.0,0.6,1
الزهرای,282,7.0,0.6,1
نوشیجان,138,7.0,0.5,1
اسنوهومیش,107,9.0,0.5,1
وتلغرام,450,7.0,0.5,1
ترامپولین,197,9.0,0.57,1
چکمه‌پوش,141,8.0,0.44,1
برندشان,263,7.0,0.5,1
سبدبافی,111,7.0,0.5,1
پاره‌خط,151,7.0,0.5,1
یستمر,476,5.0,0.4,1
تکرارنشدنی,223,10.0,0.5,1
دچارند,363,6.0,0.5,1
آبسوز,135,5.0,0.5,1
اذنابش,132,6.0,0.6,1
دایلم,260,5.0,0.5,1
پکتوس,137,5.0,0.4,1
لاستهداف,275,8.0,0.5,1
مسحور,728,5.0,0.5,1
برهم‌کنش,761,8.0,0.57,1
الراسخ,173,6.0,0.4,1
والمتوسط,132,8.0,0.43,1
واتانابه,263,8.0,0.6,1
جمال‌زاده,349,9.0,0.62,1
فجیره,876,5.0,0.6,1
اندوختهاست,140,10.0,0.44,1
‌کیلومتر,156,8.0,0.6,1
بالارد,185,6.0,0.5,1
معیدفر,543,6.0,0.5,1
کرده‌بودند,616,10.0,0.62,1
نیوسام,109,6.0,0.6,1
والمراکز,144,8.0,0.6,1
برمی‌شمارند,152,11.0,0.56,1
برخورده‌اند,250,11.0,0.44,1
مورتون,395,6.0,0.4,1
ضداسلام,157,7.0,0.5,1
پچ‌پچ,498,5.0,0.33,1
ری‌استارت,190,9.0,0.5,1
طرفدران,183,7.0,0.43,1
نوویتک,117,6.0,0.33,1
یتمثل,446,5.0,0.5,1
چیلکات,147,6.0,0.4,1
وتحمل,254,5.0,0.6,1
لهؤلاء,320,6.0,0.6,1
تراجم,130,5.0,0.5,1
مسؤولون,731,7.0,0.6,1
برانگیختهمی‌شود,261,15.0,0.45,1
چونبوک,197,6.0,0.4,1
کمدیدرام,573,8.0,0.6,1
الحیل,360,5.0,0.5,1
ومسؤولین,172,8.0,0.43,1
ریزاسپور,169,8.0,0.6,1
سنتینل,197,6.0,0.6,1
ایرپادها,125,8.0,0.5,1
وبگاه‌ها,295,8.0,0.6,1
دست‌وپنجه,868,9.0,0.44,1
تعزیزات,474,7.0,0.6,1
سوال‌کنندگان,152,12.0,0.55,1
ستیزه‌گر,309,8.0,0.57,1
راینر,465,5.0,0.5,1
کانسپت‌های,204,10.0,0.44,1
فیروزجاه,154,8.0,0.43,1
تیمورتاش,677,8.0,0.5,1
گلاویز,577,6.0,0.6,1
نینداخته,292,8.0,0.5,1
جوداس,147,5.0,0.33,1
الاجراء,672,7.0,0.38,1
ساختهمی‌شدند,562,12.0,0.62,1
للمساجد,214,7.0,0.5,1
بلیزارد,318,7.0,0.6,1
کارمندان‌تان,130,12.0,0.45,1
وبطبیع,136,6.0,0.6,1
فاکتوریل,175,8.0,0.5,1
میانجامد,128,8.0,0.43,1
مسکوواشنگتن,115,11.0,0.56,1
فرم‌هایی,413,8.0,0.5,1
سردوشی,358,6.0,0.6,1
ترشیدگی,137,7.0,0.6,1
التعویض,117,7.0,0.57,1
والنقل,126,6.0,0.4,1
معسکرات,226,7.0,0.5,1
نوکنده,395,6.0,0.6,1
متروپلیتن,367,9.0,0.57,1
فوجیون,210,6.0,0.43,1
جوائز,510,5.0,0.5,1
برچیدهشد,695,8.0,0.43,1
منهاج,495,5.0,0.33,1
تمریناتم,617,8.0,0.5,1
جنایتکارآل,106,10.0,0.56,1
مپ‌های,370,6.0,0.6,1
میاندوره,347,8.0,0.5,1
کاتلین,556,6.0,0.4,1
تأسست,113,5.0,0.6,1
وتشیر,490,5.0,0.5,1
احتواء,226,6.0,0.6,1
سرشبکه,178,6.0,0.5,1
جوونا,115,5.0,0.6,1
الهضم,203,5.0,0.6,1
کان‌لم‌یکن,102,10.0,0.57,1
صلحبانی,127,7.0,0.5,1
تولیدمحور,319,9.0,0.57,1
التربی,517,6.0,0.6,1
نجفقلی,896,6.0,0.43,1
دولتمرد,728,7.0,0.5,1
زادهمی‌شود,284,10.0,0.57,1
هزارگزی,194,7.0,0.5,1
شنبه‌شب,447,7.0,0.5,1
مایکلز,334,6.0,0.4,1
لوکومتیو,173,8.0,0.57,1
مردمو,108,5.0,0.5,1
کامرز,169,5.0,0.5,1
سی‌و‌چهارمین,475,12.0,0.62,1
خاطره‌نویسی,751,11.0,0.56,1
چهارگوشه,521,8.0,0.57,1
جرایمش,141,6.0,0.43,1
پرتونگار,336,8.0,0.43,1
ولی‌پور,442,7.0,0.6,1
می‌پوسد,120,7.0,0.5,1
جادری,725,5.0,0.6,1
بهجمات,127,6.0,0.43,1
وأمریکا,144,7.0,0.5,1
انتوتو,839,6.0,0.5,1
جیمسون,120,6.0,0.29,1
انسانهاست,517,9.0,0.43,1
آبخوان‌داری,181,11.0,0.5,1
گچبری,696,5.0,0.6,1
دوبخش,538,5.0,0.5,1
استول,161,5.0,0.4,1
بن‌مایه,869,7.0,0.5,1
یک‌جایی,121,7.0,0.57,1
بادقت,392,5.0,0.5,1
برگرداندند,805,10.0,0.5,1
للحدود,279,6.0,0.6,1
کرم‌پور,461,7.0,0.5,1
طرف‌مقابل,116,9.0,0.57,1
مشکل‌گشا,514,8.0,0.5,1
